tn_air_traffic_value_short,sa_air_traffic_value_short,tn_air_traffic_value_short,tn_air_traffic_value_short,sa_air_traffic_value_short,ae_air_traffic_value_long,sa_air_traffic_value_long,ae_air_traffic_value_long,tr_air_traffic_value_short,tn_air_traffic_value_long,sa_air_traffic_value_long,ae_air_traffic_value_long,tn_air_traffic_value_long,tr_air_traffic_value_short,tn_air_traffic_value_long,sa_air_traffic_value_long,in_inter_trade,in_inter_trade,sa_air_traffic_value_short
2198.75,2069.04,2198.75,2198.75,2069.04,2093.65,2052.1,2093.65,2104.5,2188.496666666667,2052.1,2093.65,2188.496666666667,2104.5,2188.496666666667,2052.1,4171.724,4171.724,2069.04
1951.04,2132.635,1951.04,1951.04,2132.635,2349.63,2251.6,2349.63,2121.84,2144.42,2251.6,2349.63,2144.42,2121.84,2144.42,2251.6,4399.276,4399.276,2132.635
2238.83,2196.23,2238.83,2238.83,2196.23,2185.93,2157.65,2185.93,2139.18,2029.0,2157.65,2185.93,2029.0,2139.18,2029.0,2157.65,4439.5525,4439.5525,2196.23
2119.75,2270.2,2119.75,2119.75,2270.2,2258.51,2266.34,2258.51,2156.52,2447.55,2266.34,2258.51,2447.55,2156.52,2447.55,2266.34,4479.829,4479.829,2270.2
2676.98,2182.46,2676.98,2676.98,2182.46,2163.91,2278.6000000000004,2163.91,2280.565,2404.06,2278.6000000000004,2163.91,2404.06,2280.565,2404.06,2278.6000000000004,4234.475,4234.475,2182.46
2474.32,2348.54,2474.32,2474.32,2348.54,2291.88,2290.86,2291.88,2404.61,2539.04,2290.86,2291.88,2539.04,2404.61,2539.04,2290.86,4460.485,4460.485,2348.54
2611.67,2295.16,2611.67,2611.67,2295.16,2315.92,2281.79,2315.92,2478.79,2586.39,2281.79,2315.92,2586.39,2478.79,2586.39,2281.79,4139.072,4139.072,2295.16
2610.21,2241.78,2610.21,2610.21,2241.78,2255.32,2174.51,2255.32,2489.27,2443.3,2174.51,2255.32,2443.3,2489.27,2443.3,2174.51,4510.776,4510.776,2241.78
2608.75,2179.24,2608.75,2608.75,2179.24,2220.86,2147.4,2220.86,2377.51,2300.21,2147.4,2220.86,2300.21,2377.51,2300.21,2147.4,4475.452,4475.452,2179.24
2366.67,2064.05,2366.67,2366.67,2064.05,2091.57,1966.58,2091.57,2387.04,2056.28,1966.58,2091.57,2056.28,2387.04,2056.28,1966.58,4309.012,4309.012,2064.05
2065.58,2137.575,2065.58,2065.58,2137.575,2127.6400000000003,2047.085,2127.6400000000003,2084.53,1926.85,2047.085,2127.6400000000003,1926.85,2084.53,1926.85,2047.085,4626.072,4626.072,2137.575
2126.23,2211.1,2126.23,2126.23,2211.1,2163.71,2127.59,2163.71,2078.29,2019.35,2127.59,2163.71,2019.35,2078.29,2019.35,2127.59,4448.206,4448.206,2211.1
2060.95,2069.29,2060.95,2060.95,2069.29,2124.0475,1977.28,2124.0475,2072.05,1714.8,1977.28,2124.0475,1714.8,2072.05,1714.8,1977.28,4537.064,4537.064,2069.29
1835.78,2202.2,1835.78,1835.78,2202.2,2084.385,2140.36,2084.385,1938.93,1921.47,2140.36,2084.385,1921.47,1938.93,1921.47,2140.36,4440.978,4440.978,2202.2
1955.2649999999999,2115.57,1955.2649999999999,1955.2649999999999,2115.57,2044.7224999999999,2017.26,2044.7224999999999,2051.02,1833.13,2017.26,2044.7224999999999,1833.13,2051.02,1833.13,2017.26,4492.666,4492.666,2115.57
2074.75,2091.29,2074.75,2074.75,2091.29,2005.06,2061.01,2005.06,1945.85,2223.78,2061.01,2005.06,2223.78,1945.85,2223.78,2061.01,4544.354,4544.354,2091.29
2388.83,2133.415,2388.83,2388.83,2133.415,2088.515,1965.75,2088.515,1989.62,2197.71,1965.75,2088.515,2197.71,1989.62,2197.71,1965.75,4573.0165,4573.0165,2133.415
2392.64,2175.54,2392.64,2392.64,2175.54,2171.97,2020.385,2171.97,1959.65,2353.29,2020.385,2171.97,2353.29,1959.65,2353.29,2020.385,4601.679,4601.679,2175.54
2512.1,2165.86,2512.1,2512.1,2165.86,2176.71,2075.02,2176.71,2106.48,2346.7,2075.02,2176.71,2346.7,2106.48,2346.7,2075.02,4513.054,4513.054,2165.86
2665.15,2158.855,2665.15,2665.15,2158.855,2078.49,1989.67,2078.49,2015.35,2340.11,1989.67,2078.49,2340.11,2015.35,2340.11,1989.67,4850.816,4850.816,2158.855
2446.84,2151.85,2446.84,2446.84,2151.85,2064.05,2014.27,2064.05,1967.2,2210.085,2014.27,2064.05,2210.085,1967.2,2210.085,2014.27,4687.894,4687.894,2151.85
2420.13,2173.66,2420.13,2420.13,2173.66,1915.35,2038.87,1915.35,1917.09,2080.06,2038.87,1915.35,2080.06,1917.09,2080.06,2038.87,4592.0235,4592.0235,2173.66
2091.91,2195.4700000000003,2091.91,2091.91,2195.4700000000003,2009.26,2159.25,2009.26,1754.7,1955.82,2159.25,2009.26,1955.82,1754.7,1955.82,2159.25,4496.153,4496.153,2195.4700000000003
2088.45,2217.28,2088.45,2088.45,2217.28,2019.64,2135.86,2019.64,1705.88,1702.37,2135.86,2019.64,1702.37,1705.88,1702.37,2135.86,4470.503000000001,4470.503000000001,2217.28
1858.7,1950.6,1858.7,1858.7,1950.6,1791.24,1877.02,1791.24,1657.06,1448.92,1877.02,1791.24,1448.92,1657.06,1448.92,1877.02,4444.853,4444.853,1950.6
1435.79,1925.04,1435.79,1435.79,1925.04,1902.4,1883.69,1902.4,1549.77,1344.2,1883.69,1902.4,1344.2,1549.77,1344.2,1883.69,4672.844,4672.844,1925.04
1445.345,2072.99,1445.345,1445.345,2072.99,1858.81,1890.36,1858.81,1442.48,1239.48,1890.36,1858.81,1239.48,1442.48,1239.48,1890.36,4357.908,4357.908,2072.99
1454.9,2095.99,1454.9,1454.9,2095.99,1982.77,2045.53,1982.77,1730.78,1239.48,2045.53,1982.77,1239.48,1730.78,1239.48,2045.53,4357.908,4357.908,2095.99
